Data,Precipt Total,N Medicoes,Precipt Media
22/11/2017,3837.8,249,15.4129
23/11/2017,1641.8,187,8.77968
24/11/2017,1188,187,6.35294
25/11/2017,2722,250,10.888
26/11/2017,3058.6,267,11.4554
27/11/2017,1641.2,202,8.12475
28/11/2017,2020.6,189,10.691
29/11/2017,1357.8,157,8.64841
30/11/2017,3286,251,13.0916
01/12/2017,5044.8,262,19.255
02/12/2017,2741.4,226,12.1301
03/12/2017,1725.2,209,8.25455
04/12/2017,2605,237,10.9916
05/12/2017,2023,212,9.54245
06/12/2017,2306.8,223,10.3444
07/12/2017,2931.4,275,10.6596
08/12/2017,3115,294,10.5952
09/12/2017,2392.4,248,9.64677
10/12/2017,3148.4,249,12.6442
11/12/2017,3566.6,223,15.9937
12/12/2017,2097,201,10.4328
13/12/2017,2787.4,201,13.8677
14/12/2017,3557,226,15.7389
15/12/2017,1613,229,7.04367
16/12/2017,2199.8,199,11.0543
17/12/2017,2353.4,265,8.88075
18/12/2017,2308.8,252,9.1619
19/12/2017,1667.6,225,7.41156
20/12/2017,2119.6,253,8.37787
21/12/2017,2456.8,240,10.2367
22/12/2017,2130.8,259,8.22703
23/12/2017,3296,331,9.9577
24/12/2017,3192.4,288,11.0847
25/12/2017,3147.2,268,11.7433
26/12/2017,1990.6,258,7.7155
27/12/2017,2002.4,243,8.24033
28/12/2017,2315,224,10.3348
29/12/2017,2841.2,256,11.0984
30/12/2017,3765.6,296,12.7216
31/12/2017,2555.4,281,9.09395
01/01/2018,2274,266,8.54887
02/01/2018,3654.6,294,12.4306
03/01/2018,3084.2,296,10.4196
04/01/2018,3077.8,240,12.8242
05/01/2018,3416.2,254,13.4496
06/01/2018,3316.8,300,11.056
07/01/2018,3417.4,267,12.7993
08/01/2018,2871.8,236,12.1686
09/01/2018,2486.6,281,8.84911
10/01/2018,2812.4,276,10.1899
11/01/2018,2315.8,259,8.94131
12/01/2018,2076.2,278,7.46835
13/01/2018,2140.6,278,7.7
14/01/2018,2458.6,328,7.49573
15/01/2018,2746.6,305,9.00525
16/01/2018,1710.6,226,7.56903
17/01/2018,1399.2,194,7.21237
18/01/2018,1664.6,199,8.36482
19/01/2018,1304.4,201,6.48955
20/01/2018,1307.4,183,7.14426
21/01/2018,2126.2,205,10.3717
22/01/2018,2140.6,210,10.1933
23/01/2018,2691.6,223,12.07
24/01/2018,2128.6,243,8.75967
25/01/2018,2408.8,261,9.22912
26/01/2018,2568.4,247,10.3984
27/01/2018,2893.8,257,11.2599
28/01/2018,2379.2,288,8.26111
29/01/2018,2658.4,293,9.07304
30/01/2018,3401.2,265,12.8347
31/01/2018,2596.8,247,10.5134
01/02/2018,2902.4,219,13.253
02/02/2018,2392.4,209,11.4469
03/02/2018,4424.4,234,18.9077
04/02/2018,6111.4,239,25.5707
05/02/2018,4084.2,248,16.4685
06/02/2018,3546.8,240,14.7783
07/02/2018,2515.4,245,10.2669
08/02/2018,1493,211,7.07583
09/02/2018,3272.8,274,11.9445
10/02/2018,3631.8,318,11.4208
11/02/2018,2648.8,267,9.9206
12/02/2018,2313.2,228,10.1456
13/02/2018,1900.6,207,9.18164
14/02/2018,2725.4,229,11.9013
15/02/2018,2022.6,218,9.27798
16/02/2018,1352.6,203,6.66305
17/02/2018,2402,228,10.5351
18/02/2018,2685.2,278,9.65899
19/02/2018,3391,333,10.1832
20/02/2018,3536.4,321,11.0168
21/02/2018,2897.8,299,9.69164
22/02/2018,3698,281,13.1601
23/02/2018,2553.6,241,10.5959
24/02/2018,2154.2,240,8.97583
25/02/2018,2191.2,243,9.01728
26/02/2018,3189.4,287,11.1129
27/02/2018,1940.8,256,7.58125
28/02/2018,2107.2,249,8.46265
01/03/2018,2259.2,260,8.68923
02/03/2018,2291.4,258,8.8814
03/03/2018,1924.6,238,8.08655
04/03/2018,1607.6,211,7.61896
05/03/2018,1625.8,227,7.16211
06/03/2018,1019,218,4.67431
07/03/2018,2307.4,250,9.2296
08/03/2018,3791.4,231,16.413
09/03/2018,2974,242,12.2893
10/03/2018,2563,267,9.59925
11/03/2018,2580,251,10.2789
12/03/2018,1723.2,228,7.55789
13/03/2018,2272.8,220,10.3309
14/03/2018,2331.6,224,10.4089
15/03/2018,4138.4,266,15.5579
16/03/2018,1769.8,199,8.89347
17/03/2018,1508,190,7.93684
18/03/2018,1111.8,182,6.10879
19/03/2018,1557.2,207,7.52271
20/03/2018,2442,217,11.2535
21/03/2018,2207,254,8.68898
22/03/2018,2504.6,255,9.82196
23/03/2018,2746.4,261,10.5226
24/03/2018,4069,267,15.2397
25/03/2018,4145.8,284,14.5979
26/03/2018,2417.2,255,9.47922
27/03/2018,1986.8,232,8.56379
28/03/2018,1839,232,7.92672
29/03/2018,2112.4,234,9.02735
30/03/2018,2096,230,9.11304
31/03/2018,2603.2,248,10.4968
01/04/2018,2480.6,273,9.08645
02/04/2018,2285.6,280,8.16286
03/04/2018,2140,261,8.19923
04/04/2018,2240.8,274,8.1781
05/04/2018,1722.2,210,8.20095
06/04/2018,2491,254,9.80709
07/04/2018,2177,215,10.1256
08/04/2018,1927,211,9.1327
09/04/2018,1503.8,195,7.71179
10/04/2018,1607.2,163,9.86012
11/04/2018,2006.6,179,11.2101
12/04/2018,1903.4,219,8.69132
13/04/2018,2155.8,235,9.17362
14/04/2018,1924.2,245,7.85388
15/04/2018,2477.8,269,9.21115
16/04/2018,2804.4,254,11.0409
17/04/2018,1414.2,220,6.42818
18/04/2018,746.8,150,4.97867
19/04/2018,663.2,126,5.26349
20/04/2018,836,138,6.05797
21/04/2018,1557.4,167,9.32575
22/04/2018,1119.6,162,6.91111
23/04/2018,1129.4,151,7.47947
24/04/2018,1065.4,167,6.37964
25/04/2018,1098.6,150,7.324
26/04/2018,472.6,145,3.25931
27/04/2018,470.2,124,3.79194
28/04/2018,573.4,131,4.3771
29/04/2018,989.8,132,7.49848
30/04/2018,1436.6,149,9.64161
01/05/2018,792.4,155,5.11226
02/05/2018,1064.8,150,7.09867
03/05/2018,998.2,149,6.69933
04/05/2018,802.6,133,6.03459
05/05/2018,672.2,146,4.60411
06/05/2018,972.4,163,5.96564
07/05/2018,1196.2,151,7.92185
08/05/2018,1231.6,156,7.89487
09/05/2018,961.6,143,6.72448
10/05/2018,729,127,5.74016
11/05/2018,1239.2,174,7.12184
12/05/2018,956.4,160,5.9775
13/05/2018,633.2,157,4.03312
14/05/2018,918.2,141,6.51206
15/05/2018,2050.8,219,9.36438
16/05/2018,1539.2,248,6.20645
17/05/2018,1016.6,195,5.21333
18/05/2018,2089.4,222,9.41171
19/05/2018,4723.8,335,14.1009
20/05/2018,879.4,213,4.12864
21/05/2018,361.6,133,2.7188
22/05/2018,835.2,158,5.28608
23/05/2018,816.8,147,5.55646
24/05/2018,544.4,111,4.9045
25/05/2018,847,136,6.22794
26/05/2018,856.8,131,6.54046
27/05/2018,455.8,114,3.99825
28/05/2018,894.4,128,6.9875
29/05/2018,554.8,117,4.74188
30/05/2018,535.2,116,4.61379
31/05/2018,714.4,123,5.80813
01/06/2018,956.2,150,6.37467
02/06/2018,990.4,169,5.86036
03/06/2018,675,170,3.97059
04/06/2018,844,195,4.32821
05/06/2018,923.6,206,4.4835
06/06/2018,341.8,167,2.04671
07/06/2018,751.2,181,4.15028
08/06/2018,724.2,170,4.26
09/06/2018,358.8,115,3.12
10/06/2018,355.6,111,3.2036
11/06/2018,839.4,136,6.17206
12/06/2018,2373,192,12.3594
13/06/2018,720.2,152,4.73816
14/06/2018,478,130,3.67692
15/06/2018,505.4,129,3.91783
16/06/2018,472.8,125,3.7824
17/06/2018,533.4,118,4.52034
18/06/2018,875.2,153,5.72026
19/06/2018,731.4,157,4.6586
20/06/2018,507.2,122,4.15738
21/06/2018,441,125,3.528
22/06/2018,223.6,101,2.21386
23/06/2018,368.6,83,4.44096
24/06/2018,974.2,135,7.2163
25/06/2018,944.4,125,7.5552
26/06/2018,395.4,128,3.08906
27/06/2018,533.2,109,4.89174
28/06/2018,755.2,135,5.59407
29/06/2018,1028.8,140,7.34857
30/06/2018,585,135,4.33333
01/07/2018,216.4,97,2.23093
02/07/2018,754.8,107,7.05421
03/07/2018,315.2,119,2.64874
04/07/2018,1009.2,125,8.0736
05/07/2018,243.2,119,2.0437
06/07/2018,439.6,118,3.72542
07/07/2018,868.8,108,8.04444
08/07/2018,262.6,94,2.79362
09/07/2018,275.6,101,2.72871
10/07/2018,1095.2,157,6.9758
11/07/2018,594.2,130,4.57077
12/07/2018,316,102,3.09804
13/07/2018,330.6,74,4.46757
14/07/2018,299,73,4.09589
15/07/2018,148.8,75,1.984
16/07/2018,447.8,93,4.81505
17/07/2018,836,112,7.46429
18/07/2018,379.2,101,3.75446
19/07/2018,278.8,95,2.93474
20/07/2018,797,123,6.47967
21/07/2018,400.2,106,3.77547
22/07/2018,136.8,78,1.75385
23/07/2018,343.8,95,3.61895
24/07/2018,492.4,121,4.06942
25/07/2018,1224.4,134,9.13731
26/07/2018,637.6,115,5.54435
27/07/2018,253.2,99,2.55758
28/07/2018,432.6,94,4.60213
29/07/2018,385.4,106,3.63585
30/07/2018,397.6,93,4.27527
31/07/2018,932.6,163,5.72147
01/08/2018,564.8,127,4.44724
02/08/2018,967,158,6.12025
03/08/2018,2802.6,209,13.4096
04/08/2018,1231,209,5.88995
05/08/2018,393.8,114,3.45439
06/08/2018,1320.2,162,8.14938
07/08/2018,433.6,140,3.09714
08/08/2018,1267.2,199,6.36784
09/08/2018,676.4,210,3.22095
10/08/2018,205.4,95,2.16211
11/08/2018,159.4,63,2.53016
12/08/2018,95.8,68,1.40882
13/08/2018,103,56,1.83929
14/08/2018,362.4,74,4.8973
15/08/2018,364.6,99,3.68283
16/08/2018,413.8,119,3.47731
17/08/2018,862.6,164,5.25976
18/08/2018,584.2,144,4.05694
19/08/2018,540,113,4.77876
20/08/2018,817.8,134,6.10299
21/08/2018,1233.2,143,8.62378
22/08/2018,1138.6,166,6.85904
23/08/2018,205.6,105,1.9581
24/08/2018,1739.2,167,10.4144
25/08/2018,1261.4,185,6.81838
26/08/2018,344.2,111,3.1009
27/08/2018,443.2,115,3.85391
28/08/2018,790.6,113,6.99646
29/08/2018,465.2,123,3.78211
30/08/2018,585.8,119,4.92269
31/08/2018,1707,124,13.7661
01/09/2018,1743.6,131,13.3099
02/09/2018,2308.8,156,14.8
03/09/2018,1386.4,165,8.40242
04/09/2018,722,156,4.62821
05/09/2018,392.2,107,3.66542
06/09/2018,538.2,96,5.60625
07/09/2018,549.2,80,6.865
08/09/2018,495.2,82,6.03902
09/09/2018,476.2,74,6.43514
10/09/2018,412.4,59,6.98983
11/09/2018,205.4,64,3.20937
12/09/2018,280.6,71,3.95211
13/09/2018,476,97,4.90722
14/09/2018,2870.2,257,11.1681
15/09/2018,1724.8,239,7.21674
16/09/2018,1368,201,6.80597
17/09/2018,3183.6,283,11.2495
18/09/2018,666.8,231,2.88658
19/09/2018,705,196,3.59694
20/09/2018,2657.8,228,11.657
21/09/2018,880.4,202,4.35842
22/09/2018,189.6,57,3.32632
23/09/2018,863.8,87,9.92874
24/09/2018,1542.8,131,11.7771
25/09/2018,705.2,141,5.00142
26/09/2018,820.2,134,6.1209
27/09/2018,1304.2,170,7.67176
28/09/2018,1102,158,6.97468
29/09/2018,563.8,121,4.6595
30/09/2018,2462.2,217,11.3465
01/10/2018,1389.2,197,7.05178
02/10/2018,1540.2,187,8.23636
03/10/2018,1431.8,153,9.35817
04/10/2018,968.8,160,6.055
05/10/2018,1077.6,150,7.184
06/10/2018,1184.4,199,5.95176
07/10/2018,1890.4,247,7.65344
08/10/2018,2421.4,194,12.4814
09/10/2018,2391,221,10.819
10/10/2018,2428.6,197,12.3279
11/10/2018,1690,179,9.44134
12/10/2018,1156.8,166,6.96867
13/10/2018,1968.8,191,10.3079
14/10/2018,1470.8,219,6.71598
15/10/2018,1681,205,8.2
16/10/2018,1974,237,8.32911
17/10/2018,2287,261,8.76245
18/10/2018,2663.2,261,10.2038
19/10/2018,2517.8,232,10.8526
20/10/2018,1430.6,180,7.94778
21/10/2018,1509.2,154,9.8
22/10/2018,691,147,4.70068
23/10/2018,1196.6,178,6.72247
24/10/2018,3263.4,255,12.7976
25/10/2018,3361.8,268,12.544
26/10/2018,3255.8,281,11.5865
27/10/2018,2689,291,9.24055
28/10/2018,1440.2,193,7.46218
29/10/2018,1233.4,172,7.17093
30/10/2018,1137,174,6.53448
31/10/2018,3254,227,14.3348
01/11/2018,2438.2,248,9.83145
02/11/2018,1468.2,173,8.48671
03/11/2018,2870.4,225,12.7573
04/11/2018,3398,278,12.223
05/11/2018,1982.6,228,8.69561
06/11/2018,2253.6,228,9.88421
07/11/2018,2302,271,8.49446
08/11/2018,6095.4,270,22.5756
09/11/2018,4472,246,18.1789
10/11/2018,2610,249,10.4819
11/11/2018,2171,185,11.7351
12/11/2018,1087,162,6.70988
13/11/2018,1340.6,160,8.37875
14/11/2018,2607.4,226,11.5372
15/11/2018,1553.4,205,7.57756
16/11/2018,2883.2,220,13.1055
17/11/2018,2035.6,204,9.97843
18/11/2018,3380.2,245,13.7967
19/11/2018,3269,214,15.2757
20/11/2018,3058.8,186,16.4452
21/11/2018,2399.2,188,12.7617
22/11/2018,1506.2,217,6.94101
23/11/2018,4353.2,305,14.2728
24/11/2018,5593,343,16.3061
25/11/2018,3071.6,293,10.4833
26/11/2018,3689.2,279,13.2229
27/11/2018,1848.4,274,6.74599
28/11/2018,2187.2,234,9.34701
29/11/2018,2463.2,240,10.2633
30/11/2018,3919,314,12.4809
01/12/2018,5058.8,359,14.0914
02/12/2018,4048.2,326,12.4178
03/12/2018,5028.8,299,16.8187
04/12/2018,3974.6,255,15.5867
05/12/2018,2914,244,11.9426
06/12/2018,1964.2,226,8.69115
07/12/2018,2722.2,236,11.5347
08/12/2018,3193.4,245,13.0343
09/12/2018,3247,239,13.5858
10/12/2018,2490.8,235,10.5991
11/12/2018,1152.6,167,6.9018
12/12/2018,1345,194,6.93299
13/12/2018,1702.2,190,8.95895
14/12/2018,1305.4,171,7.63392
15/12/2018,1759.2,215,8.18233
16/12/2018,1293.6,171,7.56491
17/12/2018,1523.8,205,7.43317
18/12/2018,1820.8,218,8.35229
19/12/2018,1792,192,9.33333
20/12/2018,2065,173,11.9364
21/12/2018,2311,222,10.4099
22/12/2018,1861.2,236,7.88644
23/12/2018,2583.6,266,9.71278
24/12/2018,3079.4,312,9.86987
25/12/2018,2468.6,284,8.69225
26/12/2018,2509.2,284,8.83521
27/12/2018,2660.2,272,9.78015
28/12/2018,3347.4,265,12.6317
29/12/2018,2815.2,262,10.745
30/12/2018,2201.8,256,8.60078
31/12/2018,3779.6,259,14.5931
01/01/2019,2262.2,282,8.02199
02/01/2019,1369,218,6.27982
03/01/2019,1964,205,9.58049
04/01/2019,3433.2,276,12.4391
05/01/2019,4683.4,290,16.1497
06/01/2019,2106.6,293,7.18976
07/01/2019,2550.4,273,9.34212
08/01/2019,1795,260,6.90385
09/01/2019,3116.6,236,13.2059
10/01/2019,3706,272,13.625
11/01/2019,2116.2,239,8.85439
12/01/2019,2315,260,8.90385
13/01/2019,1897.4,253,7.4996
14/01/2019,2969.2,285,10.4182
15/01/2019,2202.2,256,8.60234
16/01/2019,1763.2,230,7.66609
17/01/2019,2755,236,11.6737
18/01/2019,3144,277,11.3502
19/01/2019,2453.4,266,9.22331
20/01/2019,1956.4,255,7.67216
21/01/2019,1295.4,192,6.74688
22/01/2019,1154.2,162,7.12469
23/01/2019,1621.2,191,8.48796
24/01/2019,2212.8,245,9.03184
25/01/2019,2257.4,226,9.9885
26/01/2019,3262,282,11.5674
27/01/2019,2087.2,264,7.90606
28/01/2019,2075.2,242,8.57521
29/01/2019,1263.8,202,6.25644
30/01/2019,947.4,144,6.57917
31/01/2019,1261.6,171,7.37778
01/02/2019,1381.2,171,8.07719
02/02/2019,1917.4,213,9.00188
03/02/2019,2167.2,214,10.1271
04/02/2019,3450.8,266,12.9729
05/02/2019,3598.6,303,11.8766
06/02/2019,4201.4,358,11.7358
07/02/2019,4552,306,14.8758
08/02/2019,2215,238,9.30672
09/02/2019,1799,185,9.72432
10/02/2019,2722.8,262,10.3924
11/02/2019,2150,250,8.6
12/02/2019,3680.4,294,12.5184
13/02/2019,3569.2,280,12.7471
14/02/2019,3220.4,302,10.6636
15/02/2019,4690,356,13.1742
16/02/2019,5999,390,15.3821
17/02/2019,5133,383,13.4021
18/02/2019,4404.6,377,11.6833
19/02/2019,3430.8,362,9.47735
20/02/2019,2850,326,8.74233
21/02/2019,2864.2,305,9.39082
22/02/2019,2440,279,8.74552
23/02/2019,1642.4,230,7.14087
24/02/2019,1862.4,254,7.33228
25/02/2019,4173.4,316,13.207
26/02/2019,5949.8,368,16.1679
27/02/2019,3508.6,365,9.6126
28/02/2019,4269.2,336,12.706
01/03/2019,3237,294,11.0102
02/03/2019,3790.8,281,13.4904
03/03/2019,3739.6,284,13.1676
04/03/2019,2280.2,296,7.70338
05/03/2019,3348.6,342,9.79123
06/03/2019,3470,326,10.6442
07/03/2019,2831.6,321,8.82118
08/03/2019,2256.2,271,8.32546
09/03/2019,3244,288,11.2639
10/03/2019,2537.8,263,9.64943
11/03/2019,3430.6,285,12.0372
12/03/2019,3492.4,308,11.339
13/03/2019,2775,333,8.33333
14/03/2019,2973.6,339,8.77168
15/03/2019,2937.2,314,9.35414
16/03/2019,3223,312,10.3301
17/03/2019,4524.2,351,12.8895
18/03/2019,3212.4,318,10.1019
19/03/2019,1860.6,306,6.08039
20/03/2019,4553,350,13.0086
21/03/2019,5068.4,385,13.1647
22/03/2019,3333,341,9.77419
23/03/2019,4113.6,309,13.3126
24/03/2019,2993.6,244,12.2689
25/03/2019,3250,239,13.5983
26/03/2019,3192.6,247,12.9255
27/03/2019,2736,273,10.022
28/03/2019,3181.6,320,9.9425
29/03/2019,2492.2,254,9.81181
30/03/2019,2142.6,220,9.73909
31/03/2019,2479.2,216,11.4778
01/04/2019,2005,197,10.1777
02/04/2019,1453,205,7.0878
03/04/2019,2236.6,228,9.80965
04/04/2019,3604.8,258,13.9721
05/04/2019,4914.2,352,13.9608
06/04/2019,3725.8,362,10.2923
07/04/2019,3747.4,350,10.7069
08/04/2019,3958.6,329,12.0322
09/04/2019,3856.6,300,12.8553
10/04/2019,3825,260,14.7115
11/04/2019,3208.8,259,12.3892
12/04/2019,1792.2,222,8.07297
13/04/2019,2025.4,269,7.52937
14/04/2019,3968.6,306,12.9693
15/04/2019,2177,293,7.43003
16/04/2019,3470.6,310,11.1955
17/04/2019,1976.8,286,6.91189
18/04/2019,757,188,4.0266
19/04/2019,1069.6,170,6.29176
20/04/2019,1824,201,9.07463
21/04/2019,2031.6,242,8.39504
22/04/2019,2280.4,261,8.73716
23/04/2019,2151.2,272,7.90882
24/04/2019,1247.4,225,5.544
25/04/2019,1418.6,204,6.95392
26/04/2019,1808.8,204,8.86667
27/04/2019,3014.4,218,13.8275
28/04/2019,2255.2,240,9.39667
29/04/2019,1485.4,283,5.24876
30/04/2019,1734.4,235,7.38043
01/05/2019,2578.4,266,9.69323
02/05/2019,2318.6,237,9.78312
03/05/2019,1660,255,6.5098
04/05/2019,1653.8,232,7.12845
05/05/2019,845.2,173,4.88555
06/05/2019,1590.6,182,8.73956
07/05/2019,1407.4,186,7.56667
08/05/2019,1748.8,189,9.25291
09/05/2019,1073,185,5.8
10/05/2019,3114.8,200,15.574
11/05/2019,2615.4,214,12.2215
12/05/2019,1217.6,208,5.85385
13/05/2019,1500.8,227,6.61145
14/05/2019,1195.6,210,5.69333
15/05/2019,2805.6,221,12.695
16/05/2019,2880.6,266,10.8293
17/05/2019,3740.2,288,12.9868
18/05/2019,3020.4,239,12.6377
19/05/2019,1015.6,216,4.70185
20/05/2019,1092.8,192,5.69167
21/05/2019,1598.6,197,8.11472
22/05/2019,2087.4,224,9.31875
23/05/2019,1510.6,223,6.77399
24/05/2019,2434.6,202,12.0525
25/05/2019,563.4,144,3.9125
26/05/2019,273,126,2.16667
27/05/2019,1194.2,169,7.06627
28/05/2019,2818.6,208,13.551
29/05/2019,815.2,195,4.18051
30/05/2019,3227.8,193,16.7244
31/05/2019,2016.6,180,11.2033
01/06/2019,1251.8,176,7.1125
02/06/2019,1645.8,197,8.35431
03/06/2019,1922.8,239,8.04519
04/06/2019,461,201,2.29353
05/06/2019,491,151,3.25166
06/06/2019,697.8,131,5.32672
07/06/2019,915.8,114,8.03333
08/06/2019,824.6,154,5.35455
09/06/2019,377.6,126,2.99683
10/06/2019,819.6,128,6.40313
11/06/2019,713.4,156,4.57308
12/06/2019,879.4,146,6.02329
13/06/2019,1456.6,157,9.27771
14/06/2019,707.8,145,4.88138
15/06/2019,650,116,5.60345
16/06/2019,600.2,121,4.96033
17/06/2019,893.6,118,7.57288
18/06/2019,528.8,155,3.41161
19/06/2019,527.6,150,3.51733
20/06/2019,343,100,3.43
21/06/2019,336.4,101,3.33069
22/06/2019,393.6,120,3.28
23/06/2019,475.2,131,3.62748
24/06/2019,361.4,110,3.28545
25/06/2019,340.8,132,2.58182
26/06/2019,1609.8,186,8.65484
27/06/2019,607.6,160,3.7975
28/06/2019,745,151,4.93377
29/06/2019,442.6,120,3.68833
30/06/2019,1095.8,144,7.60972
01/07/2019,1057.6,149,7.09799
02/07/2019,934.2,155,6.0271
03/07/2019,948.2,158,6.00127
04/07/2019,1820.8,164,11.1024
05/07/2019,1997.2,195,10.2421
06/07/2019,217.6,84,2.59048
07/07/2019,795.4,84,9.46905
08/07/2019,662.2,116,5.70862
09/07/2019,785.2,128,6.13438
10/07/2019,791.2,119,6.64874
11/07/2019,882.8,119,7.41849
12/07/2019,527.2,123,4.28618
13/07/2019,651.4,138,4.72029
14/07/2019,696.4,127,5.48346
15/07/2019,583,159,3.66667
16/07/2019,403,169,2.38462
17/07/2019,560.8,96,5.84167
18/07/2019,498.2,127,3.92283
19/07/2019,754.8,164,4.60244
20/07/2019,604.4,131,4.61374
21/07/2019,528,133,3.96992
22/07/2019,803.8,133,6.04361
23/07/2019,1657.8,148,11.2014
24/07/2019,2008.2,134,14.9866
25/07/2019,951.6,132,7.20909
26/07/2019,879.2,144,6.10556
27/07/2019,492.2,127,3.87559
28/07/2019,646.8,124,5.21613
29/07/2019,537,128,4.19531
30/07/2019,862,161,5.35404
31/07/2019,296.2,116,2.55345
01/08/2019,363.8,82,4.43659
02/08/2019,901.2,142,6.34648
03/08/2019,412.2,109,3.78165
04/08/2019,913.4,129,7.08062
05/08/2019,983,177,5.55367
06/08/2019,1097.6,166,6.61205
07/08/2019,614.6,118,5.20847
08/08/2019,719,123,5.84553
09/08/2019,832,118,7.05085
10/08/2019,590.8,119,4.96471
11/08/2019,159.8,83,1.9253
12/08/2019,705,114,6.18421
13/08/2019,234,110,2.12727
14/08/2019,629.2,100,6.292
15/08/2019,674.8,119,5.67059
16/08/2019,538.2,86,6.25814
17/08/2019,436.8,81,5.39259
18/08/2019,353.2,97,3.64124
19/08/2019,617.2,93,6.63656
20/08/2019,480.4,105,4.57524
21/08/2019,371.4,103,3.60583
22/08/2019,225.8,79,2.85823
23/08/2019,502,157,3.19745
24/08/2019,240,112,2.14286
25/08/2019,328.6,90,3.65111
26/08/2019,582.2,112,5.19821
27/08/2019,293.4,121,2.42479
28/08/2019,182.6,65,2.80923
29/08/2019,204.2,63,3.24127
30/08/2019,543.6,82,6.62927
31/08/2019,1630.2,149,10.9409
01/09/2019,1609.8,167,9.63952
02/09/2019,1084.2,142,7.63521
03/09/2019,546.6,125,4.3728
04/09/2019,311.2,113,2.75398
05/09/2019,577.8,111,5.20541
06/09/2019,1006.2,188,5.35213
07/09/2019,843.6,164,5.1439
08/09/2019,629.4,96,6.55625
09/09/2019,273,80,3.4125
10/09/2019,395.4,62,6.37742
11/09/2019,1063.8,80,13.2975
12/09/2019,610,110,5.54545
13/09/2019,223,68,3.27941
14/09/2019,167.6,73,2.29589
15/09/2019,231.2,71,3.25634
16/09/2019,382.4,92,4.15652
17/09/2019,636,92,6.91304
18/09/2019,701,109,6.43119
19/09/2019,1063.8,111,9.58378
20/09/2019,1093.6,130,8.41231
21/09/2019,669.6,107,6.25794
22/09/2019,879,110,7.99091
23/09/2019,812.2,139,5.84317
24/09/2019,507,129,3.93023
25/09/2019,2009.8,235,8.55234
26/09/2019,2816.6,240,11.7358
27/09/2019,802.2,173,4.63699
28/09/2019,877.8,102,8.60588
29/09/2019,1018.4,147,6.92789
30/09/2019,547.8,132,4.15
01/10/2019,694.2,116,5.98448
02/10/2019,2318.2,170,13.6365
03/10/2019,1349.4,161,8.38137
04/10/2019,1779.8,167,10.6575
05/10/2019,2070.8,191,10.8419
06/10/2019,1678.8,203,8.26995
07/10/2019,857.8,162,5.29506
08/10/2019,1261.2,193,6.53472
09/10/2019,1822.8,184,9.90652
10/10/2019,925.8,159,5.82264
11/10/2019,466.6,134,3.48209
12/10/2019,423.2,107,3.95514
13/10/2019,822.6,130,6.32769
14/10/2019,1867.6,169,11.0509
15/10/2019,1183.4,173,6.84046
16/10/2019,1657.8,166,9.98675
17/10/2019,1804.2,154,11.7156
18/10/2019,1635.4,206,7.93883
19/10/2019,960,164,5.85366
20/10/2019,878.2,170,5.16588
21/10/2019,3842.8,318,12.0843
22/10/2019,2192.4,330,6.64364
23/10/2019,1493,217,6.88018
24/10/2019,1260.6,179,7.04246
25/10/2019,736,138,5.33333
26/10/2019,1109,157,7.06369
27/10/2019,2378,190,12.5158
28/10/2019,2144.4,214,10.0206
29/10/2019,1897.4,183,10.3683
30/10/2019,1577.8,165,9.56242
31/10/2019,2708,225,12.0356
01/11/2019,1293,161,8.03106
02/11/2019,963.8,163,5.91288
03/11/2019,1186.4,185,6.41297
04/11/2019,2061.4,152,13.5618
05/11/2019,2604.6,209,12.4622
06/11/2019,1574.8,228,6.90702
07/11/2019,2144.8,231,9.28485
08/11/2019,1985.4,233,8.52103
09/11/2019,1439.8,208,6.92212
10/11/2019,2305.4,227,10.1559
11/11/2019,1701.4,173,9.83468
12/11/2019,1494.4,159,9.39874
13/11/2019,2565.4,219,11.7142
14/11/2019,4040.8,279,14.4832
15/11/2019,2625.6,239,10.9858
16/11/2019,1510.6,196,7.70714
17/11/2019,2216.6,179,12.3832
18/11/2019,2224,220,10.1091
19/11/2019,1976.2,219,9.02374
20/11/2019,2768.8,213,12.9991
21/11/2019,1753.8,221,7.93575
22/11/2019,2007.6,242,8.29587
23/11/2019,2524.6,246,10.2626
24/11/2019,2065,250,8.26
25/11/2019,1553.8,187,8.30909
26/11/2019,3370.2,243,13.8691
27/11/2019,4192.2,295,14.2108
28/11/2019,3519.6,283,12.4367
29/11/2019,2639.4,214,12.3336
30/11/2019,2025.8,209,9.69282
01/12/2019,2655.8,236,11.2534
02/12/2019,2409.8,201,11.9891
03/12/2019,2492.2,224,11.1259
04/12/2019,3595.2,304,11.8263
05/12/2019,3687.8,336,10.9756
06/12/2019,2762.8,239,11.5598
07/12/2019,2736.8,199,13.7528
08/12/2019,1722.2,197,8.74213
09/12/2019,3508,321,10.9283
10/12/2019,3287.2,272,12.0853
11/12/2019,3440.2,269,12.7888
12/12/2019,2952,272,10.8529
13/12/2019,2253.4,246,9.16016
14/12/2019,2162.2,251,8.61434
15/12/2019,1805,257,7.02335
16/12/2019,3517.4,229,15.3598
17/12/2019,3379.8,244,13.8516
18/12/2019,1908.6,235,8.1217
19/12/2019,2565.4,252,10.1802
20/12/2019,1641.2,239,6.86695
21/12/2019,2906.8,274,10.6088
22/12/2019,1972.4,219,9.00639
23/12/2019,3089.4,201,15.3701
24/12/2019,2287,219,10.4429
25/12/2019,1368.2,186,7.35591
26/12/2019,1293.8,179,7.22793
27/12/2019,788.2,150,5.25467
